ID,제목,저자,발행처,발행년월일,발행년,수량,가격,본문언어,비매품여부,이용대상,카테고리
NBC20241548453,(한 권으로 끝내는) 일본어 초급 문법노트,와카메,동양북스,2024-11-13,2024,216 p.,43200,kor,N,일반,외국어
NBC20241548454,(한 권으로 끝내는) 잉글리쉬앤 토익 800+,피터;잉글리쉬앤 어학연구소,잉글리쉬앤,2024-09-06,2024,495 p.,44900,kor,N,일반,외국어
NBC20241548455,(한 권으로 끝내는) 잉글리쉬앤 토익 실전 1000제,잉글리쉬앤 어학연구소,English&북스(잉글리쉬앤),2024-12-06,2024,451 p.,13200,kor,N,일반,외국어
NBC20241548487,(한 권으로 읽는) 역학철학사,호사영;이오륜,동과서,2024-04-25,2024,246 p.,23400,kor,N,일반,역사/인문
NBC20241548490,(한 권으로 정리하는) 최신 보험회계,이태기;노건엽;이준호;이원주,상경사,2024------,2024,633 p.,31000,kor,N,일반,경제/경영
NBC20241548493,(한 권으로 해결한) 회계와 세무실무,이문희;정아름,Samil(삼일인포마인),2024-01-22,2024,547 p.,37500,kor,N,전문,경제/경영
NBC20241526824,(한 번 읽으면 절대 잊을 수 없는) 영단어 교과서,마키노 도모카즈;박수현,시그마북스,2024-05-01,2024,286 p.,22600,jpn,N,일반,외국어
NBC20241548508,(한 번 읽으면 절대 잊을 수 없는) 철학 교과서,네오고등유민;김정환,시그마북스,2024-11-05,2024,273 p.,22500,kor,N,일반,역사/인문
NBC20241548514,(한 번에 끝내는) 일본어,정복임;박은숙;김귀자,ECK Books(ECK북스),2024-10-01,2024,262 p.,41800,kor,N,일반,외국어
NBC20241526826,(한 인문학자의) 구약성경 스토리텔링,서정철(KAC201424098),좋은땅,2024-05-01,2024,562 p.,16800,kor,N,일반,소설/문학
NBC20241548520,(한 인문학자의) 구약성경 스토리텔링,서정철,좋은땅,2024-05-01,2024,562 p.,44200,kor,N,일반,소설/문학
NBC20241548522,(한·영 기사로 보는) 어린이 문해력 톡톡!,권기환,해더일,2024-08-01,2024,199 p.,37400,kor,N,아동청소년,어린이
NBC20241548523,(한·중 대조 언어학을 기반으로 하는) 현대 중국어 음운학,김태은,한국문화사,2024-02-23,2024,199 p.,38500,kor,N,전문,외국어
NBC20241526827,(한·중 대조 언어학을 기반으로 하는) 현대 중국어 음운학,김태은(KAC201521027),한국문화사,2024-04-30,2024,199 p.,27600,kor,N,일반,외국어
NBC20241548525,(한국 단편 소설) 광염소나타,김동인,FILOS,2024------,2024,214 p.,33300,kor,N,일반,소설/문학
NBC20241548526,(한국 사람들이 평생 써먹는) 인생 영문법,박신규,Pub3육오(삼육오),2024-07-15,2024,235 p.,36900,kor,N,일반,자기계발
NBC20241548541,(한국세무사회 KcLep(케이렙) 프로그램을 이용한) NCS회계 전산회계 1급,정상민;고상연;이석인,세학사,2024-08-30,2024,595 p.,24300,kor,N,전문,경제/경영
NBC20241548542,(한국세무사회 KcLep(케이렙) 프로그램을 이용한) 실전 전산회계세무,고상연,세학사,2024-04-11,2024,174 p.,28900,kor,N,전문,경제/경영
NBC20241548562,(한국인을 위한) 일본어 발음,정현혁,제이앤씨,2024-03-05,2024,123 p.,41800,kor,N,일반,외국어
NBC20241548564,(한국인이 꼭 알아야 하는) 우리 역사 속 오늘,이영철,프라임 에듀북,2024-06-25,2024,519 p.,31300,kor,N,일반,역사/인문
NBC20241548565,(한국채택국제회계기준) 기초 회계원리의 이해,조동수,나눔클래스,2024-03-12,2024,"viii, 332 p.",17100,kor,N,일반,경제/경영
NBC20241548566,(한국추리문학상) 황금펜상 수상작품집,박소해;서미애;김영민;여실지;홍선주;홍정기;송시우,나비클럽,2024-05-03,2024,330 p.,16800,kor,N,일반,소설/문학
NBC20241548567,(한국추리문학상) 황금펜상 수상작품집,무경;홍선주;장우석;박건우;정해연;김범석,나비클럽,2024-12-12,2024,297 p.,10900,kor,N,일반,소설/문학
NBC20241548579,(한권으로 끝내는) 경영학,고강유,Epasskorea(이패스코리아),2024-10-31,2024,446 p.,13700,kor,N,일반,경제/경영
NBC20241548582,(한권으로 끝내는) 공동주택 회계와 세무,조용언,교보문고,2024------,2024,온라인자료 1책,44200,kor,N,일반,경제/경영
NBC20241548584,(한권으로 끝내는) 부동산 그룹핑으로 저평가 흐름 투자하기,호치s,교보문고,2024------,2024,온라인자료 1책,20100,kor,N,일반,경제/경영
NBC20241526844,(한권합격) 독학사(2024) SD에듀 A+ 독학사 1단계 교양과정 영어 한권합격,독학학위연구소,시대고시기획,2024-01-03,2024,"72, 397 p.",36100,eng,N,일반,외국어
NBC20241548612,(한권합격) 영어,서민지,만사,2024-10-01,2024,401 p.,44900,kor,N,일반,외국어
NBC20241548617,(한글처럼 이해되는) 영어 문법,박성진,창조와 지식,2024-01-17,2024,255 p.,40400,kor,N,일반,외국어
NBC20241548618,(한글처럼 이해되는) 영어 숙어,박성진,창조와 지식,2024-01-18,2024,142 p.,27700,kor,N,일반,외국어
NBC20241548619,(한글처럼 이해되는) 영어 전치사,박성진,창조와 지식,2024-01-18,2024,126 p.,22700,kor,N,일반,외국어
NBC20241548622,(한눈에 들어오는) 경제 에세이 114,장재영,지식플랫폼,2024-01-01,2024,354 p.,22500,kor,N,일반,경제/경영
NBC20241548625,(한눈에 보이는) 생성형 AI와 자연어 처리 그림책,한선관;임새이,BM성안당,2024-03-20,2024,253 p.,11900,kor,N,전문,어린이
NBC20241548633,(한눈에 펼쳐보는) 세시 풍속 그림책,지호진;이혁,진선아이 진선출판사,2024-02-20,2024,39 p.,40200,kor,N,아동청소년,어린이
NBC20241548634,(한눈에 펼쳐보는) 우리 명화 그림책,이광표;이혁,진선아이 진선출판사,2024-09-24,2024,39 p.,15500,kor,N,아동청소년,어린이
NBC20241548635,(한눈에 펼쳐보는) 지구촌 사회 그림책,홍건국;김재일;홍성지,진선아이 진선출판사,2024-05-21,2024,37 p.,45000,kor,N,아동청소년,어린이
NBC20241548668,(한번에 합격하는) 품질경영기사,염경철,BM성안당,2024-01-03,2024,"1051 p. (일부접지, 쪽수복잡)",27900,kor,N,일반,경제/경영
NBC20241548669,(한번에 합격하는) 품질경영기사,염경철,성안당,2024------,2024,"15, 448, 11, 116, 33 p.",20000,kor,U,일반,경제/경영
NBC20241548722,(합격자가 적극 추천하는) 김희영 지역사회간호,김희영,BTB Books,2024-08-30,2024,677 p.,31400,kor,N,일반,역사/인문
NBC20241548739,(항복론) 성공을 위한 내려놓기,다카모리 유키;원선미,HCbooks(힘찬북스),2024-02-15,2024,295 p.,21300,kor,N,일반,자기계발
NBC20241548747,(해설이 있는) 부동산등기법과 규칙,오영관,법학사,2024------,2024.0,155 p.,36100,kor,U,일반,경제/경영
NBC20241548781,(해외에서 당황하지 말고) 노 패닉 여행영어,안형인;티나,길벗이지톡 길벗,2024------,2024,401 p.,41900,kor,N,일반,외국어
NBC20241548795,(해커스 감정평가사) 민영기 부동산학원론,민영기,해커스감정평가사 해커스패스,2024-03-19,2024,521 p.,15700,kor,N,일반,경제/경영
NBC20241548796,(해커스 감정평가사) 민영기 부동산학원론,민영기,해커스 해커스패스,2024-09-23,2024,507 p.,29400,kor,N,일반,경제/경영
NBC20241548797,(해커스 감정평가사) 서호성 경제학원론,서호성,해커스감정평가사 해커스패스,2024-03-19,2024,942 p.,11800,kor,N,일반,경제/경영
NBC20241548798,(해커스 감정평가사) 서호성 경제학원론,서호성,해커스 해커스패스,2024-09-23,2024,731 p.,23200,kor,N,일반,경제/경영
NBC20241548801,(해커스 감정평가사) 정윤돈 회계학,정윤돈,해커스 해커스패스,2024-10-07,2024,602 p.,40600,kor,N,일반,경제/경영
NBC20241548802,(해커스 감정평가사) 정윤돈 회계학,정윤돈(KAC201765952),해커스 감정평가사 해커스패스,2024-03-25,2024,1040 p.,32400,kor,N,일반,경제/경영
NBC20241548803,(해커스 공.감.보.노 기출로 보는) 局경제학,김종국,해커스 해커스패스,2024-12-13,2024,295 p.,25000,kor,N,일반,경제/경영
NBC20241548805,(해커스 세무사) IFRS 김원종 재무회계연습,김원종,해커스 해커스패스,2024-11-15,2024,783 p. (쪽수복잡),30200,kor,N,일반,경제/경영
NBC20241548806,(해커스 세무사) IFRS 정윤돈 재무회계,정윤돈,해커스경영아카데미 해커스패스,2024-02-20,2024,428 p.,40900,kor,N,일반,경제/경영
NBC20241548807,(해커스 중국어 해설이 상세한) HSK 7-9급 실전모의고사,해커스 HSK연구소,해커스,2024-04-05,2024,179 p.,22800,kor,N,일반,외국어
NBC20241548809,(해커스) 1주 완성 기초회계원리,이남호,해커스금융 해커스패스,2024-07-31,2024,212 p.,38300,kor,N,일반,경제/경영
NBC20241548811,(해커스) 3주 완성 기초회계원리,이남호,해커스 해커스패스,2024-10-15,2024,348 p.,32400,kor,N,일반,경제/경영
NBC20241548812,(해커스) 3주 완성 기초회계원리,이남호,해커스 해커스패스,2024-10-15,2024,p. 352-488,25800,kor,N,일반,경제/경영
NBC20241548824,(해커스) IFRS 김원종 point 고급회계,김원종,해커스 경영아카데미 해커스패스,2024-06-21,2024,139 p. (쪽수복잡),15000,kor,N,일반,경제/경영
NBC20241548825,(해커스) IFRS 김원종 point 중급회계,김원종,해커스 경영아카데미 해커스패스,2024-06-07,2024,449 p. (쪽수복잡),21000,kor,N,일반,경제/경영
NBC20241548826,(해커스) IFRS 김원종 객관식 고급회계,김원종,해커스 경영아카데미 해커스패스,2024-07-23,2024,185 p.,29200,kor,N,일반,경제/경영
NBC20241548827,(해커스) IFRS 김원종 객관식 중급회계,김원종,해커스 경영아카데미 해커스패스,2024-07-12,2024,645 p.,41300,kor,N,일반,경제/경영
NBC20241548828,(해커스) IFRS 김원종 중급회계,김원종,해커스 경영아카데미 해커스패스,2024-01-24,2024,743 p. (쪽수복잡),11900,kor,N,일반,경제/경영
NBC20241548829,(해커스) IFRS 정윤돈 객관식 재무회계,정윤돈,해커스 해커스패스,2024-08-30,2024,707 p.,44800,kor,N,일반,경제/경영
NBC20241548830,(해커스) IFRS 정윤돈 고급회계,정윤돈,해커스 경영아카데미 해커스패스,2024-05-28,2024,479 p.,34700,kor,N,일반,경제/경영
NBC20241548831,(해커스) IFRS 정윤돈 재무회계연습,정윤돈,해커스경영아카데미 해커스패스,2024-11-29,2024,987 p.,25800,kor,N,일반,경제/경영
NBC20241548837,(해커스) 允(윤) 원가관리회계,엄윤,해커스경영아카데미 해커스패스,2024-02-28,2024,452 p.,40000,kor,N,일반,경제/경영
NBC20241548839,(해커스) 객관식 允(윤)원가관리회계,엄윤,해커스 해커스패스,2024-08-09,2024,555 p.,35300,kor,N,일반,경제/경영
NBC20241548863,(해커스) 금융투자분석사,송현남;민영기;송영욱;김장현;해커스.금융아카데미,해커스금융 해커스패스,2024-04-17,2024,550 p.,39900,kor,N,일반,경제/경영
NBC20241548864,(해커스) 김영훈 정부회계,김영훈,해커스 경영아카데미 해커스패스,2024-04-26,2024,214 p.,20200,kor,N,일반,경제/경영
NBC20241548871,(해커스) 무역영어 1급,진민규;해커스.무역시험연구소,해커스금융 해커스패스,2024-01-29,2024,510 p.,28900,kor,N,일반,외국어
NBC20241548892,(해커스) 세무사 允원가관리회계연습,엄윤,해커스경영아카데미 해커스패스,2024-10-22,2024,650 p.,14800,kor,N,일반,경제/경영
NBC20241548894,(해커스) 세무회계,원재훈;이훈엽,해커스 경영아카데미 해커스패스,2024-04-30,2024,663 p.,24600,kor,N,일반,경제/경영
NBC20241548895,(해커스) 세무회계연습,원재훈;김현식;김리석;이훈엽,해커스 경영아카데미 해커스패스,2024-02-14,2024,696 p.,32000,kor,N,일반,경제/경영
NBC20241548896,(해커스) 세무회계연습,원재훈;김현식;김리석;이훈엽,해커스 경영아카데미 해커스패스,2024-01-26,2024,804 p.,31800,kor,N,일반,경제/경영
NBC20241548959,(해커스) 전산회계 2급,이남호,해커스 해커스패스,2024-12-11,2024,p. 368-559,28300,kor,N,일반,경제/경영
NBC20241548960,(해커스) 전산회계 2급,이남호,해커스 해커스패스,2024-12-11,2024,363 p.,12800,kor,N,일반,경제/경영
NBC20241548969,(해커스) 증권투자권유대행인,민영기;송영욱,해커스금융 해커스패스,2024-02-28,2024,603 p.,41100,kor,N,일반,경제/경영
NBC20241548970,(해커스) 증권투자권유자문인력,민영기;송영욱,해커스금융 해커스패스,2024-03-20,2024,748 p.,34600,kor,N,일반,경제/경영
NBC20241548974,(해커스) 투자자산운용사,백영;송현남;민영기;조중식;해커스 금융아카데미,해커스금융 해커스패스,2024-04-01,2024,p. 332-727,35300,kor,N,일반,경제/경영
NBC20241548975,(해커스) 투자자산운용사,해커스.금융아카데미,해커스패스,2024-01-23,2024,"105 p. (봉투들이, 쪽수복잡)",24500,kor,N,일반,경제/경영
NBC20241548976,(해커스) 투자자산운용사,백영;송현남;민영기;조중식;해커스 금융아카데미,해커스금융 해커스패스,2024-04-01,2024,327 p.,32800,kor,N,일반,경제/경영
NBC20241548977,(해커스) 투자자산운용사,백영;송현남;민영기;조중식;해커스.금융아카데미,해커스금융 해커스패스,2024-01-30,2024,327 p.,38600,kor,N,일반,경제/경영
NBC20241548978,(해커스) 투자자산운용사,백영;송현남;민영기;조중식;해커스.금융아카데미,해커스금융 해커스패스,2024-01-30,2024,p. 332-727,28000,kor,N,일반,경제/경영
NBC20241548979,(해커스) 투자자산운용사,해커스.금융아카데미,해커스패스,2024-04-18,2024,104 p. (쪽수복잡),40400,kor,N,일반,경제/경영
NBC20241548980,(해커스) 투자자산운용사 final 봉투모의고사,해커스.금융아카데미,해커스패스 해커스금융,2024-09-11,2024,"102 p. (봉투들이, 쪽수복잡)",20200,kor,N,일반,경제/경영
NBC20241548981,(해커스) 파생상품투자권유자문인력,민영기;송영욱,해커스금융 해커스패스,2024-03-27,2024,691 p.,11700,kor,N,일반,경제/경영
NBC20241548982,(해커스) 펀드투자권유대행인,민영기;송영욱,해커스금융 해커스패스,2024-03-12,2024,591 p.,31500,kor,N,일반,경제/경영
NBC20241548983,(해커스) 펀드투자권유자문인력,민영기;송영욱,해커스금융 해커스패스,2024-04-03,2024,724 p.,36100,kor,N,일반,경제/경영
NBC20241548995,(해커스) 회계사 IFRS 김원종 고급회계,김원종,해커스 경영아카데미 해커스패스,2024-04-12,2024,663 p. (쪽수복잡),43400,kor,N,일반,경제/경영
NBC20241548996,(해커스) 회계사 IFRS 김원종 재무회계,김원종,해커스 해커스패스,2024-07-26,2024,248 p.,13900,kor,N,일반,경제/경영
NBC20241548997,(해커스) 회계사 IFRS 김원종 재무회계연습,김원종,해커스경영아카데미 해커스패스,2024-03-07,2024,390 p. (쪽수복잡),44400,kor,N,일반,경제/경영
NBC20241548998,(해커스) 회계사 IFRS 김원종 재무회계연습,김원종,해커스경영아카데미 해커스패스,2024-02-22,2024,[789] p. (쪽수복잡),43100,kor,N,일반,경제/경영
NBC20241549073,(해커스계리직) 영어 출제예상문제집,해커스.공무원시험연구소,해커스 해커스패스,2024-09-25,2024,387 p.,14800,kor,N,일반,외국어
NBC20241549074,(해커스공기업) 쉽게 끝내는 경영학,이인호,해커스 챔프스터디,2024-10-31,2024,547 p.,13600,kor,N,일반,경제/경영
NBC20241549075,(해커스공기업) 쉽게 끝내는 경영학,이인호,해커스 챔프스터디,2024-10-31,2024,p. 556-1145,40600,kor,N,일반,경제/경영
NBC20241549076,(해커스공기업) 쉽게 끝내는 경제학,서호성,해커스공기업 챔프스터디,2024-04-05,2024,875 p.,21200,kor,N,일반,경제/경영
NBC20241549078,(해커스공기업) 쉽게 끝내는 회계학,현진환,해커스 챔프스터디,2024-08-21,2024,841 p.,40200,kor,N,일반,경제/경영
NBC20241549094,(해커스공무원) 局경제학,김종국,해커스공무원 해커스패스,2024-03-04,2024,118 p.,41600,kor,N,일반,경제/경영
NBC20241549095,(해커스공무원) 局경제학,김종국,해커스공무원 해커스패스,2024-01-02,2024,650 p.,16200,kor,N,일반,경제/경영
NBC20241549096,(해커스공무원) 局경제학 final 합격 봉투모의고사,김종국,해커스공무원 해커스패스,2024-05-22,2024,26 p. (봉투들이),17200,kor,N,일반,경제/경영
NBC20241549168,(해커스공무원) 영어,해커스.공무원시험연구소,해커스공무원 해커스패스,2024-05-03,2024,463 p.,38800,kor,N,일반,외국어
NBC20241549169,(해커스공무원) 영어,해커스.공무원시험연구소,해커스공무원 해커스패스,2024-05-03,2024,359 p.,35900,kor,N,일반,외국어
NBC20241549170,(해커스공무원) 영어,해커스.공무원시험연구소,해커스공무원 해커스패스,2024-05-03,2024,272 p.,19400,kor,N,일반,외국어
NBC20241549171,(해커스공무원) 영어 고득점 독해 337,해커스.공무원시험연구소,해커스 해커스패스,2024-11-05,2024,429 p.,21900,kor,N,일반,외국어
NBC20241549172,(해커스공무원) 영어 고득점 문법 777제,해커스.공무원시험연구소,해커스 해커스패스,2024-11-15,2024,345 p.,25900,kor,N,일반,외국어
NBC20241549173,(해커스공무원) 영어 구조 독해 007,해커스.공무원시험연구소,해커스패스,2024-07-12,2024,187 p.,13200,kor,N,일반,외국어
NBC20241549174,(해커스공무원) 영어 기출 불변의 패턴,해커스.공무원시험연구소,해커스 해커스패스,2024-09-12,2024,159 p.,44800,kor,N,일반,외국어
NBC20241549190,(해커스공무원) 정윤돈 회계학,정윤돈,해커스공무원 해커스패스,2024-11-01,2024,477 p.,12500,kor,N,일반,경제/경영
NBC20241549191,(해커스공무원) 정윤돈 회계학 재무회계,정윤돈,해커스공무원 해커스패스,2024-07-01,2024,776 p.,10400,kor,N,일반,경제/경영
NBC20241549218,(해커스공무원) 혜원국어 비문학 독해 적중 하프모의고사,고혜원,해커스 해커스패스,2024-10-29,2024,106 p.,27500,kor,N,일반,소설/문학
NBC20241549223,(해커스공무원) 혜원국어 적중 여신의 구조적 비문학 독해,고혜원,해커스공무원 해커스패스,2024-07-01,2024,359 p.,36200,kor,N,일반,소설/문학
NBC20241549226,(해커스공무원) 혜원국어 적중 여신의 필수적 문학,고혜원,해커스공무원 해커스패스,2024-07-29,2024,293 p.,38800,kor,N,일반,소설/문학
NBC20241549243,(해커스군무원) 이인호 경영학,이인호,해커스군무원 해커스패스,2024-09-02,2024,547 p.,30300,kor,N,일반,경제/경영
NBC20241549244,(해커스군무원) 이인호 경영학,이인호,해커스군무원 해커스패스,2024-09-02,2024,p. 556-1124,39900,kor,N,일반,경제/경영
NBC20241549245,(해커스군무원) 이인호 경영학,이인호,해커스패스,2024-05-02,2024,26 p. (봉투들이),26600,kor,N,일반,경제/경영
NBC20241549339,(핵심) 계량경제학,Gujarati Damodar N.;정기호;김보민;유정근;장성연,한빛아카데미,2024-03-15,2024,603 p.,14400,kor,N,전문,경제/경영
NBC20241549354,(핵심만 딱!) 전산회계 1급,김해성,Selpa(셀파),2024-02-26,2024,217 p.,27100,kor,N,일반,경제/경영
NBC20241549355,(핵심만 딱!) 전산회계 2급,김해성,Selpa(셀파),2024-02-26,2024,179 p.,26200,kor,N,일반,경제/경영
NBC20241549360,(핵심만 요약한) 데이터 조작과 시각화 파이썬 코드북,조정임,Algoboni(알고보니),2024-06-17,2024,218 p.,42500,kor,N,전문,IT/컴퓨터
NBC20241549382,(행동재무학자 알 선생이 들려주는) 선박 투자의 본질,김우석,좋은땅,2024-03-20,2024,172 p.,27000,kor,N,일반,경제/경영
NBC20241549383,(행복 교실을 위한) 디딤돌,경상북도유·초등수석교사회,좋은땅,2024------,2024,289 p.,22300,kor,U,일반,자기계발
NBC20241549384,(행복으로 가는) 붓다의 가르침,선행,해조음,2024-02-02,2024,167 p.,38200,kor,N,일반,자기계발
NBC20241549385,(행복을 부르는) 법화경 사경,혜조,운주사,2024------,2024,285 p.,36700,kor,N,일반,자기계발
NBC20241549386,(행복을 전하는) 꽃과 눈맞춤하다,김미자,바른북스,2024-10-04,2024,210 p.,38800,kor,N,일반,자기계발
NBC20241549387,(행복한 결혼생활을 위한) 결혼 공부,정원;교보,유페이퍼,2024------,2024.0,전자책 1책,20500,kor,U,일반,자기계발
NBC20241526863,(행복한 교실을 만드는) 50가지 인성수업,백명현;윤점순;하태민,학토재,2024-04-12,2024,전자책 1책,27800,kor,N,일반,자기계발
NBC20241549388,(행복한 동행) 채움,장성아카데미,장성군 평생교육센터 주간장성군민신문,2024------,2024,225 p.,31300,kor,U,일반,자기계발
NBC20241549389,(행복한 인생을 위한) 노후 준비,조정숙;정수희,JS출판사,2024------,2024.0,"viii, 247 p.",43700,kor,U,일반,자기계발
NBC20241549390,(행복한 인생을 위한) 노후 준비,조정숙;정수희,핸뉴북스,2024------,2024,247 p.,38600,kor,U,일반,자기계발
NBC20241549391,(행복한 투자의) 성공 법칙,김대열,박영사,2024-02-02,2024,226 p.,30200,kor,N,일반,경제/경영
NBC20241549392,(행복한 하루(출판사)와 함께하는) 이웃사랑 봉사단,이웃사랑 봉사단,행복한 하루,2024-10-19,2024,[25]장,19100,kor,Y,특수,자기계발
NBC20241549397,(허영만의) 주식 타짜,허영만,가디언,2024-03-25,2024,459 p.,19100,kor,N,일반,경제/경영
NBC20241549398,(허영만의) 주식 타짜,허영만,가디언,2024-03-25,2024,319 p.,36500,kor,N,일반,경제/경영
NBC20241549401,(헤르만 바빙크와 그의 신학 그리고) 계시철학의 이해,김학모,대학생성경읽기선교회 UBF 출판부,2024-03-01,2024,327 p.,21800,kor,N,일반,역사/인문
NBC20241549403,(헤르만 헤세) 인생론,Hesse Hermann;송동윤,스타북스,2024-06-20,2024,327 p.,38100,kor,N,일반,자기계발
NBC20241549415,(현대문학 교수 350명이 뽑은) 2024 올해의 문제소설,권여선;기준영;김기태;김지연;박민정;박솔뫼;성해나;이미상;이주혜;전하영;정영수;최미래;한국현대소설학회,푸른사상(푸른사상사),2024-02-19,2024,373 p.,11000,kor,N,일반,소설/문학
NBC20241549418,(현대인의 건강과 행복을 위한) 당뇨병 완치 백과,황종찬,태을출판사,2024-12-20,2024,"615 p., 도판 [13] p.",31100,kor,N,일반,자기계발
NBC20241549421,(현명한 선택을 위한) 가장 쉬운 경제학,남시훈,인물과사상사,2024-04-19,2024,250 p.,42500,kor,N,일반,경제/경영
NBC20241549436,(현장에서 본) 한국경제 도전실록,강만수,삼성글로벌리서치,2024-08-05,2024,748 p.,26500,kor,N,일반,경제/경영
NBC20241549443,(현정 제4시집) 현정과 루나의 시 토크,현정,인문학사,2024------,2024,283 p.,21500,kor,N,일반,소설/문학
NBC20241549444,(현지에서 바로 통하는) 여행 일본어 회화,제이플러스,Jplus(제이플러스),2024-06-20,2024,251 p.,21300,kor,N,일반,외국어
NBC20241549445,(현지에서 바로 통하는) 여행 중국어회화,제이플러스,Jplus(제이플러스),2024-04-25,2024,250 p.,24300,kor,N,일반,외국어
NBC20241549447,(현지에서 쓰는) 중급 일본어,원미령;세라쿠 도루,EBS 한국교육방송공사동아,2024------,2024.0,전자책 1책,33500,kor,U,일반,외국어
NBC20241549451,(현직 고등학교 선생님들이 직접 읽고 고른) 생기부 인문사회 필독서 50,주경아;정재화,센시오,2024-04-15,2024,267 p.,35000,kor,N,아동청소년,역사/인문
NBC20241549453,(현직 교사 곰쌤이 알려주는) 교원 임용 영어 수업실연 체크리스트 & 스크립트,고창훈,인성재단 지식오름,2024-11-15,2024,391 p.,24500,kor,N,일반,외국어
NBC20241549455,(현직 교사가 알려 주는) 심리 도서 50,김선,더 디퍼런스,2024-01-03,2024,247 p.,15300,kor,N,일반,역사/인문
NBC20241549456,(현직 교사가 알려 주는) 자기계발 50,정예슬,더 디퍼런스,2024-05-05,2024,253 p.,30700,kor,N,일반,자기계발
NBC20241549459,(현직 회계사와 함께하는) 회계 첫걸음,정도희,좋은땅,2024-11-22,2024,175 p.,16300,kor,N,일반,경제/경영
NBC20241549460,"(현직, 상담사가 알려주는) 심리상담하기 전 알면 좋은 필독서",백형진,명성서림,2024------,2024,288 p.,40200,kor,U,일반,역사/인문
NBC20241549465,(호기심 뿜뿜 이상한 사회) 말하는 자전거와 똑똑한 경제 여행,석혜원;이한울,분홍고래,2024-03-09,2024,132 p.,17800,kor,N,아동청소년,경제/경영
NBC20241549469,(호야의) 티키타카 경제왕,박종호;달콤팩토리,아울북 북이십일,2024-02-07,2024,143 p.,44800,kor,N,아동청소년,경제/경영
NBC20241526868,(호야의) 티키타카 경제왕,달콤팩토리(KAB202300118);박종호,아울북,2024-02-07,2024,143 p.,41100,kor,N,아동청소년,경제/경영
NBC20241549483,(혼자서도 쉽게 익힐 수 있는) 자기주도 파이썬,한컴에듀케이션.알고리즘연구소,복두출판사,2024-08-05,2024,"ix, 315 p.",33600,kor,N,전문,IT/컴퓨터
NBC20241549490,(혼자서도 척척!) 초등 코딩 엔트리 무작정 따라하기,곽혜미;에이럭스 미래교육연구소,길벗,2024-09-30,2024,278 p.,44900,kor,N,아동청소년,IT/컴퓨터
NBC20241549501,(홍춘욱의 최소한의) 경제 토픽,홍춘욱,리더스북 웅진씽크빅,2024-08-05,2024,283 p.,24900,kor,N,일반,경제/경영
NBC20241549522,(회계를 처음 배워도 할 수 있는) 혜원장의 전산회계,이혜원,직업상점,2024-11-30,2024,490 p.,29600,kor,N,일반,경제/경영
NBC20241549523,(회계사) 기업법,하영태,무지개books,2024------,2024,"x, 456 p.",10100,kor,N,일반,경제/경영
NBC20241549524,(회계사) 기업법조문판례,하영태,무지개BOOKS,2024------,2024.0,"vi, 388 p.",33000,kor,N,일반,경제/경영
NBC20241526871,(회계의 기초 지식과 회계순환과정에 대한 내용을 중심으로 한) 호스피탈리티 회계원리,김재석(KAC201320968),백산출판사,2024-03-31,2024,365 p.,36800,kor,N,일반,경제/경영
NBC20241549525,(회복탄력성 및 사회정서학습을 위한) 긍정심리교육 프로그램 bounce back!,McGrath Helen;Noble Toni;오인수;한현희,학지사,2024-08-20,2024,634 p.,10600,kor,N,전문,역사/인문
NBC20241549536,(후다닥 하룻밤에 끝내는 new smart) 상황별 영어 대표문장 3500,서 크리스,MENTORS,2024------,2024,624 p.,23800,kor,N,일반,외국어
NBC20241549537,(후다닥 하룻밤에 끝내는) New smart 영어회화 대표문장 2500,서성덕;Suh Chris,Mentors,2024------,2024,420 p.,39200,kor,N,일반,외국어
NBC20241549538,(후다닥 하룻밤에 끝내는) 영어회화 대표패턴 1500,Suh Chris,MENTORS,2024------,2024,435 p.,13800,kor,N,일반,외국어
NBC20241549564,0924 청소년 심리학,고건,지식과감성#,2024-01-31,2024,225 p.,16400,kor,N,일반,역사/인문
NBC20241526872,0924 청소년 심리학,고건(KAC2020E0588),지식과감성#,2024-01-31,2024,225 p.,41000,kor,N,일반,역사/인문
NBC20241549568,0~3세 영어 말문을 트는 결정적 순간,오로리맘,넥서스,2024-03-10,2024,279 p.,10600,kor,N,일반,외국어
NBC20241549570,0세-10세 영어 원서 필독서 100,고은영,센시오,2024-10-21,2024,389 p.,27900,kor,N,일반,외국어
NBC20241549571,0세는 어린이집에서 뭐하고 놀까?,김주희,Pubple(퍼플),2024-02-17,2024,179 p.,40600,kor,N,일반,어린이
NBC20241526874,0세는 어린이집에서 뭐하고 놀까?,김주희,e퍼플,2024-03-22,2024,179 p.,39400,kor,N,알수없음,어린이
NBC20241549576,1% 가능성에 투자하는 사람들,조인후,리브레토 성신미디어,2024-07-19,2024,366 p.,31200,kor,N,일반,경제/경영
NBC20241549598,100단어로 본 영어의 역사,Crystal David;박설영,꿈꿀자유(꿈꿀자유 서울의학서적),2024-10-01,2024,303 p.,15400,kor,N,일반,역사/인문
NBC20241549601,100만 원 마케팅,김건우,한빛미디어,2024-06-28,2024,279 p.,24800,kor,N,일반,경제/경영
NBC20241549604,100배 주식 불변의 법칙,Phelps Thomas William;김인정,에프엔미디어,2024-07-10,2024,394 p.,40900,kor,N,일반,경제/경영
