user_id,gender,age,profile,location,promo_sensitivity,device,ever
00001487,여성,48,직장인,부산시 수영구,high,iPhone,True
00001488,남성,48,직장인,부산시 수영구,low,Galaxy,True
00001489,여성,46,직장인,서울시 마포구,low,Galaxy,False
00001490,여성,18,중고생,부산시 남구,low,iPhone,False
00001491,여성,14,중고생,대구시 수성구,high,Galaxy,False
00001492,여성,69,기타,광주시 광산구,medium,Galaxy,False
00001493,남성,14,중고생,광주시 광산구,high,Galaxy,True
00001494,여성,14,중고생,광주시 광산구,low,iPhone,False
00001495,여성,43,기타,대전시 중구,medium,Galaxy,True
00001496,남성,33,직장인,광주시 광산구,high,iPhone,True
00001497,남성,33,직장인,부산시 동래구,high,Galaxy,True
00001498,남성,36,직장인,부산시 해운대구,medium,Galaxy,False
00001499,여성,11,기타,대전시 유성구,medium,iPhone,True
00001500,남성,14,중고생,부산시 부산진구,high,iPhone,True
00001501,여성,14,중고생,광주시 북구,high,iPhone,False
00001502,여성,19,중고생,광주시 북구,medium,Galaxy,False
00001503,남성,66,기타,광주시 북구,high,Galaxy,False
00001504,여성,32,직장인,인천시 연수구,high,iPhone,True
00001505,남성,31,직장인,대구시 북구,high,Galaxy,False
00001506,여성,23,대학생,인천시 서구,high,Galaxy,False
00001507,남성,24,대학생,대구시 수성구,low,iPhone,True
00001508,여성,30,직장인,부산시 동래구,high,Galaxy,False
00001509,남성,40,기타,부산시 남구,high,Galaxy,True
00001510,기타,24,대학생,광주시 광산구,medium,Galaxy,False
00001511,여성,19,중고생,인천시 연수구,medium,iPhone,False
00001512,여성,30,직장인,대구시 달서구,medium,Galaxy,True
00001513,여성,19,중고생,인천시 연수구,low,Galaxy,False
00001514,남성,23,대학생,부산시 남구,low,iPhone,True
00001515,여성,18,중고생,대구시 달서구,medium,iPhone,True
00001516,여성,16,기타,대구시 중구,medium,Galaxy,True
00001517,여성,26,기타,대전시 중구,low,Galaxy,False
00001518,기타,45,직장인,대전시 서구,medium,Galaxy,False
00001519,남성,35,기타,광주시 서구,high,iPhone,False
00001520,남성,18,중고생,부산시 부산진구,low,Galaxy,False
00001521,남성,18,중고생,서울시 마포구,medium,Galaxy,True
00001522,남성,44,직장인,부산시 해운대구,low,Galaxy,True
00001523,남성,40,직장인,대구시 달서구,medium,iPhone,True
00001524,여성,14,중고생,대구시 중구,medium,iPhone,True
00001525,여성,23,대학생,부산시 남구,low,iPhone,False
00001526,남성,24,대학생,광주시 북구,medium,iPhone,True
00001527,여성,21,대학생,대전시 서구,low,iPhone,False
00001528,여성,22,대학생,부산시 해운대구,low,iPhone,True
00001529,여성,15,중고생,서울시 서초구,low,iPhone,False
00001530,남성,23,대학생,서울시 서초구,high,iPhone,False
00001531,남성,16,중고생,인천시 남동구,medium,iPhone,False
00001532,여성,34,기타,대전시 중구,high,iPhone,False
00001533,여성,20,기타,대구시 중구,low,Galaxy,True
00001534,남성,21,대학생,부산시 남구,low,iPhone,True
00001535,남성,50,직장인,대전시 중구,medium,Galaxy,False
00001536,여성,51,직장인,대전시 유성구,high,Galaxy,False
00001537,남성,59,기타,대구시 중구,high,Galaxy,True
00001538,남성,45,직장인,광주시 광산구,high,Galaxy,True
00001539,여성,49,기타,부산시 부산진구,medium,Galaxy,True
00001540,남성,32,직장인,대구시 북구,medium,iPhone,False
00001541,남성,62,기타,부산시 남구,high,Galaxy,True
00001542,여성,34,직장인,대구시 중구,low,iPhone,True
00001543,남성,23,대학생,부산시 동래구,medium,Galaxy,False
00001544,남성,19,기타,대전시 중구,medium,iPhone,False
00001545,여성,53,직장인,서울시 강남구,high,Galaxy,False
00001546,여성,39,기타,대전시 유성구,medium,iPhone,False
00001547,기타,37,직장인,서울시 종로구,high,iPhone,False
00001548,여성,16,중고생,대전시 중구,high,iPhone,False
00001549,여성,14,중고생,인천시 남동구,low,Galaxy,False
00001550,여성,64,기타,부산시 부산진구,high,Galaxy,True
00001551,여성,41,기타,부산시 해운대구,low,iPhone,True
00001552,여성,28,직장인,광주시 광산구,high,Galaxy,True
00001553,남성,66,기타,대구시 수성구,high,Galaxy,True
00001554,여성,45,직장인,서울시 마포구,medium,Galaxy,False
00001555,여성,25,대학생,부산시 해운대구,high,iPhone,True
00001556,여성,63,기타,대전시 유성구,high,Galaxy,False
00001557,여성,14,중고생,부산시 동래구,medium,Galaxy,False
00001558,남성,69,기타,인천시 부평구,low,iPhone,False
00001559,남성,24,대학생,광주시 서구,high,Galaxy,False
00001560,남성,23,대학생,인천시 연수구,low,iPhone,True
00001561,남성,62,기타,광주시 서구,low,Galaxy,True
00001562,여성,37,직장인,대구시 수성구,high,Galaxy,True
00001563,남성,13,기타,부산시 해운대구,low,iPhone,True
00001564,남성,63,기타,부산시 부산진구,low,Galaxy,False
00001565,여성,15,중고생,광주시 서구,medium,iPhone,False
00001566,여성,24,대학생,대구시 수성구,low,Galaxy,True
00001567,남성,20,대학생,서울시 송파구,high,iPhone,False
00001568,남성,20,대학생,대구시 중구,low,iPhone,False
00001569,남성,70,기타,인천시 서구,low,Galaxy,True
00001570,남성,24,대학생,광주시 서구,low,iPhone,True
00001571,여성,57,기타,인천시 부평구,high,Galaxy,False
00001572,여성,14,중고생,부산시 부산진구,low,iPhone,False
00001573,여성,10,기타,서울시 송파구,high,iPhone,True
00001574,남성,25,대학생,대구시 수성구,high,Galaxy,False
00001575,남성,54,기타,광주시 서구,high,iPhone,False
00001576,남성,20,대학생,광주시 북구,medium,iPhone,False
00001577,남성,41,기타,광주시 광산구,medium,iPhone,False
00001578,남성,31,직장인,대구시 수성구,medium,Galaxy,False
00001579,남성,70,기타,대구시 북구,high,Galaxy,True
00001580,남성,14,기타,인천시 부평구,low,Galaxy,False
00001581,남성,21,대학생,광주시 광산구,high,Galaxy,False
00001582,여성,24,기타,대전시 서구,low,iPhone,False
00001583,여성,26,대학생,대구시 수성구,low,iPhone,True
00001584,남성,37,직장인,대구시 북구,low,Galaxy,True
00001585,여성,26,기타,대구시 중구,low,Galaxy,True
00001586,여성,17,중고생,인천시 남동구,low,iPhone,False
00001587,여성,52,기타,서울시 마포구,medium,Galaxy,False
00001588,여성,22,대학생,인천시 부평구,medium,Galaxy,False
00001589,여성,17,중고생,서울시 영등포구,high,iPhone,False
00001590,남성,42,직장인,대전시 중구,high,iPhone,True
00001591,여성,20,대학생,서울시 마포구,medium,Galaxy,True
00001592,여성,17,중고생,대구시 북구,low,Galaxy,True
00001593,남성,15,중고생,대구시 북구,high,iPhone,True
00001594,여성,18,중고생,서울시 송파구,medium,iPhone,False
00001595,여성,27,직장인,부산시 동래구,medium,iPhone,True
00001596,여성,14,중고생,대구시 중구,low,iPhone,False
00001597,여성,54,기타,대전시 서구,low,Galaxy,True
00001598,남성,18,중고생,인천시 서구,medium,iPhone,True
00001599,여성,47,기타,서울시 송파구,high,Galaxy,False
00001600,여성,36,기타,인천시 남동구,high,Galaxy,False
00001601,남성,33,직장인,인천시 연수구,high,Galaxy,False
00001602,여성,40,직장인,서울시 마포구,high,Galaxy,False
00001603,여성,36,직장인,광주시 서구,low,Galaxy,False
00001604,여성,25,대학생,서울시 서초구,medium,iPhone,False
00001605,남성,60,기타,광주시 북구,low,Galaxy,False
00001606,여성,23,대학생,대구시 수성구,medium,Galaxy,True
00001607,여성,52,기타,대전시 유성구,high,Galaxy,True
00001608,남성,26,대학생,인천시 서구,low,iPhone,True
00001609,남성,48,직장인,대구시 중구,high,Galaxy,True
00001610,여성,17,중고생,부산시 부산진구,high,Galaxy,True
00001611,여성,52,직장인,인천시 서구,low,Galaxy,True
00001612,여성,23,대학생,서울시 강남구,high,Galaxy,False
00001613,여성,28,기타,대전시 유성구,medium,iPhone,True
00001614,남성,14,중고생,서울시 영등포구,medium,Galaxy,True
00001615,남성,24,대학생,인천시 부평구,low,iPhone,True
00001616,남성,23,대학생,대전시 유성구,medium,iPhone,False
00001617,남성,13,기타,광주시 북구,high,iPhone,False
00001618,남성,21,대학생,대전시 중구,medium,iPhone,True
00001619,남성,18,중고생,인천시 연수구,high,Galaxy,False
00001620,여성,27,직장인,대전시 중구,high,iPhone,False
00001621,여성,20,대학생,광주시 서구,medium,Galaxy,False
00001622,남성,24,대학생,부산시 수영구,low,Galaxy,False
00001623,남성,42,직장인,서울시 종로구,medium,Galaxy,False
00001624,남성,22,기타,대구시 중구,high,Galaxy,True
00001625,여성,24,대학생,대전시 서구,medium,iPhone,False
00001626,남성,16,중고생,대구시 중구,medium,iPhone,False
00001627,남성,24,대학생,서울시 종로구,low,Galaxy,False
00001628,여성,39,직장인,서울시 종로구,medium,iPhone,False
00001629,여성,24,대학생,부산시 수영구,high,iPhone,True
00001630,남성,23,대학생,광주시 서구,low,Galaxy,False
00001631,남성,21,대학생,광주시 광산구,medium,iPhone,False
00001632,남성,39,직장인,광주시 북구,medium,Galaxy,False
00001633,여성,50,기타,광주시 광산구,medium,Galaxy,True
00001634,여성,28,직장인,대구시 수성구,high,iPhone,True
00001635,여성,14,중고생,광주시 서구,medium,iPhone,True
00001636,여성,48,직장인,인천시 연수구,low,Galaxy,False
00001637,남성,36,직장인,부산시 해운대구,high,iPhone,True
00001638,여성,64,기타,서울시 강남구,high,Galaxy,False
00001639,남성,17,중고생,인천시 서구,low,iPhone,False
00001640,남성,18,중고생,대전시 서구,high,Galaxy,True
00001641,여성,46,직장인,부산시 남구,high,iPhone,True
00001642,남성,21,대학생,광주시 광산구,low,iPhone,False
00001643,여성,25,대학생,부산시 수영구,high,iPhone,False
00001644,여성,35,직장인,대구시 북구,medium,iPhone,True
00001645,여성,15,중고생,서울시 영등포구,high,iPhone,True
00001646,여성,25,대학생,인천시 서구,low,iPhone,True
00001647,남성,69,기타,서울시 서초구,high,Galaxy,False
00001648,여성,38,기타,대구시 수성구,medium,Galaxy,True
00001649,남성,58,기타,광주시 북구,medium,Galaxy,True
00001650,여성,21,대학생,대전시 서구,medium,Galaxy,True
00001651,여성,15,중고생,서울시 마포구,low,Galaxy,False
00001652,남성,35,직장인,서울시 강남구,medium,iPhone,True
00001653,남성,54,기타,서울시 마포구,low,Galaxy,True
00001654,여성,35,기타,서울시 종로구,medium,iPhone,False
00001655,여성,39,직장인,대구시 중구,high,iPhone,False
00001656,남성,19,중고생,인천시 서구,high,iPhone,False
00001657,여성,30,직장인,광주시 서구,medium,iPhone,True
00001658,여성,25,대학생,인천시 연수구,medium,Galaxy,False
00001659,남성,26,대학생,부산시 부산진구,medium,Galaxy,True
00001660,여성,24,대학생,광주시 서구,low,iPhone,True
00001661,남성,21,대학생,인천시 남동구,low,iPhone,True
00001662,여성,16,중고생,부산시 수영구,high,Galaxy,True
00001663,남성,20,대학생,서울시 종로구,low,iPhone,False
00001664,남성,35,직장인,인천시 연수구,high,Galaxy,False
00001665,여성,48,직장인,부산시 동래구,low,Galaxy,True
00001666,남성,37,기타,인천시 서구,high,iPhone,False
00001667,여성,14,중고생,인천시 서구,medium,Galaxy,False
00001668,남성,20,대학생,광주시 서구,high,iPhone,False
00001669,남성,51,직장인,대구시 수성구,high,iPhone,False
00001670,남성,14,기타,대전시 유성구,medium,Galaxy,False
00001671,여성,23,대학생,대구시 북구,high,iPhone,False
00001672,여성,27,기타,대구시 북구,low,iPhone,False
00001673,남성,39,직장인,서울시 종로구,high,Galaxy,True
00001674,남성,19,중고생,서울시 강남구,medium,iPhone,True
00001675,여성,14,중고생,광주시 북구,medium,Galaxy,False
00001676,여성,13,기타,대구시 중구,medium,iPhone,False
00001677,남성,15,중고생,부산시 부산진구,low,Galaxy,True
00001678,남성,15,중고생,서울시 송파구,medium,iPhone,False
00001679,남성,25,대학생,광주시 광산구,low,iPhone,False
00001680,남성,28,기타,부산시 해운대구,low,iPhone,False
00001681,남성,49,기타,대구시 수성구,medium,iPhone,True
00001682,남성,38,직장인,부산시 수영구,low,iPhone,False
00001683,여성,14,중고생,인천시 남동구,medium,Galaxy,True
00001684,남성,43,직장인,대구시 달서구,high,Galaxy,True
00001685,남성,68,기타,대전시 서구,medium,Galaxy,True
00001686,여성,50,직장인,인천시 남동구,medium,iPhone,False
00001687,여성,48,직장인,서울시 영등포구,medium,iPhone,True
00001688,여성,63,기타,대구시 북구,low,Galaxy,True
00001689,여성,22,대학생,광주시 서구,high,Galaxy,False
00001690,남성,22,기타,인천시 서구,medium,iPhone,False
00001691,남성,64,기타,대전시 유성구,high,Galaxy,True
00001692,여성,34,직장인,대전시 서구,low,iPhone,True
00001693,남성,54,직장인,광주시 북구,medium,iPhone,False
00001694,남성,28,직장인,부산시 해운대구,high,iPhone,False
00001695,여성,24,대학생,인천시 부평구,high,Galaxy,False
00001696,남성,27,직장인,서울시 종로구,medium,iPhone,True
00001697,남성,18,중고생,광주시 북구,low,iPhone,False
00001698,남성,30,직장인,대전시 중구,high,iPhone,True
00001699,남성,30,직장인,서울시 마포구,medium,Galaxy,True
00001700,여성,24,대학생,인천시 남동구,medium,Galaxy,False
00001701,남성,27,기타,대전시 서구,medium,Galaxy,True
00001702,여성,55,직장인,대전시 중구,high,Galaxy,False
00001703,남성,18,중고생,광주시 북구,medium,Galaxy,True
00001704,남성,21,대학생,인천시 남동구,high,Galaxy,True
00001705,여성,24,기타,부산시 해운대구,medium,iPhone,False
00001706,남성,27,기타,부산시 수영구,medium,Galaxy,False
00001707,남성,40,직장인,광주시 광산구,medium,Galaxy,False
00001708,남성,15,중고생,대전시 서구,medium,iPhone,False
00001709,여성,17,중고생,서울시 송파구,high,iPhone,False
00001710,남성,20,대학생,대구시 중구,high,Galaxy,True
00001711,여성,54,직장인,서울시 영등포구,low,Galaxy,False
00001712,여성,20,기타,인천시 부평구,low,Galaxy,False
00001713,여성,51,직장인,서울시 종로구,low,Galaxy,False
00001714,남성,38,직장인,인천시 서구,low,Galaxy,True
00001715,남성,10,기타,광주시 광산구,medium,Galaxy,False
00001716,여성,25,대학생,대구시 수성구,high,iPhone,True
00001717,남성,60,기타,서울시 마포구,medium,Galaxy,False
00001718,남성,62,기타,인천시 연수구,medium,Galaxy,False
00001719,여성,49,기타,광주시 북구,high,iPhone,False
00001720,여성,26,대학생,대구시 수성구,medium,Galaxy,False
00001721,여성,20,대학생,부산시 동래구,low,iPhone,True
00001722,남성,23,대학생,서울시 서초구,high,iPhone,False
00001723,여성,23,대학생,대구시 수성구,high,Galaxy,False
00001724,남성,20,대학생,대전시 유성구,high,Galaxy,False
00001725,남성,18,중고생,대전시 서구,medium,iPhone,False
00001726,여성,49,기타,광주시 북구,medium,Galaxy,False
00001727,남성,45,직장인,부산시 부산진구,medium,Galaxy,False
00001728,남성,19,중고생,대구시 북구,low,iPhone,True
00001729,여성,17,중고생,대전시 중구,medium,iPhone,True
00001730,여성,14,중고생,인천시 연수구,high,Galaxy,True
00001731,여성,55,기타,서울시 영등포구,medium,Galaxy,True
00001732,남성,25,대학생,부산시 해운대구,low,iPhone,False
00001733,남성,30,직장인,부산시 동래구,high,iPhone,True
00001734,남성,55,기타,광주시 서구,high,Galaxy,False
00001735,남성,35,직장인,대구시 북구,medium,Galaxy,False
00001736,남성,24,대학생,서울시 종로구,high,iPhone,True
00001737,여성,47,직장인,인천시 연수구,high,iPhone,False
00001738,여성,16,중고생,인천시 연수구,high,Galaxy,False
00001739,여성,67,기타,대전시 유성구,high,Galaxy,True
00001740,남성,43,직장인,서울시 서초구,high,iPhone,False
00001741,남성,38,기타,광주시 북구,low,iPhone,False
00001742,여성,55,기타,대구시 수성구,high,iPhone,False
00001743,남성,21,대학생,대구시 중구,low,iPhone,True
00001744,남성,21,대학생,광주시 북구,high,Galaxy,True
00001745,남성,33,기타,부산시 남구,high,iPhone,True
00001746,남성,46,기타,인천시 서구,high,iPhone,False
00001747,여성,36,직장인,대구시 수성구,medium,iPhone,False
00001748,남성,14,기타,대구시 수성구,high,iPhone,True
00001749,남성,46,직장인,서울시 서초구,low,Galaxy,False
00001750,여성,20,대학생,인천시 부평구,medium,Galaxy,False
00001751,여성,11,기타,인천시 남동구,high,iPhone,False
00001752,여성,34,직장인,인천시 서구,medium,iPhone,False
00001753,여성,44,직장인,부산시 해운대구,low,Galaxy,True
00001754,여성,16,중고생,광주시 북구,medium,iPhone,False
00001755,남성,21,대학생,대구시 수성구,medium,iPhone,False
00001756,여성,24,대학생,대구시 수성구,high,Galaxy,False
00001757,여성,31,직장인,광주시 북구,high,Galaxy,True
00001758,남성,18,중고생,부산시 부산진구,high,iPhone,False
00001759,남성,54,직장인,부산시 남구,medium,iPhone,False
00001760,여성,21,대학생,인천시 서구,medium,iPhone,True
00001761,여성,33,직장인,인천시 서구,low,Galaxy,True
00001762,여성,16,중고생,인천시 연수구,high,Galaxy,False
00001763,남성,40,직장인,대구시 달서구,medium,Galaxy,True
00001764,여성,25,대학생,인천시 서구,low,iPhone,True
00001765,남성,37,기타,서울시 마포구,medium,Galaxy,False
00001766,여성,58,기타,서울시 마포구,high,Galaxy,False
00001767,남성,54,직장인,대구시 중구,low,Galaxy,False
00001768,남성,20,대학생,대전시 중구,high,iPhone,False
00001769,남성,38,직장인,인천시 남동구,low,Galaxy,True
00001770,여성,30,직장인,대전시 유성구,medium,Galaxy,True
00001771,여성,55,직장인,광주시 광산구,high,iPhone,False
00001772,여성,19,중고생,부산시 부산진구,medium,Galaxy,False
00001773,남성,43,직장인,대구시 북구,low,Galaxy,False
00001774,여성,25,기타,대구시 중구,medium,iPhone,False
00001775,여성,18,중고생,대전시 중구,low,Galaxy,False
00001776,남성,24,대학생,서울시 영등포구,low,iPhone,False
00001777,남성,22,기타,광주시 광산구,high,iPhone,False
00001778,여성,30,직장인,대구시 달서구,low,Galaxy,False
00001779,여성,14,기타,인천시 남동구,low,Galaxy,True
00001780,여성,55,직장인,대전시 중구,medium,Galaxy,True
00001781,여성,28,직장인,대전시 중구,high,Galaxy,False
00001782,남성,19,중고생,광주시 북구,medium,iPhone,False
00001783,남성,15,중고생,서울시 서초구,medium,iPhone,True
00001784,남성,44,직장인,부산시 동래구,low,Galaxy,False
00001785,남성,39,직장인,부산시 동래구,medium,Galaxy,True
00001786,남성,23,대학생,광주시 서구,high,Galaxy,False
00001787,여성,15,중고생,대전시 중구,medium,iPhone,True
00001788,남성,54,기타,부산시 부산진구,medium,iPhone,True
00001789,여성,16,기타,대전시 유성구,low,iPhone,True
00001790,여성,21,대학생,인천시 연수구,low,iPhone,False
00001791,여성,57,기타,대전시 서구,medium,Galaxy,True
00001792,남성,15,중고생,광주시 서구,medium,iPhone,False
00001793,남성,59,기타,부산시 동래구,low,Galaxy,False
00001794,남성,51,기타,대구시 달서구,high,iPhone,True
00001795,여성,38,기타,광주시 서구,low,iPhone,False
00001796,남성,10,기타,광주시 북구,low,Galaxy,False
00001797,여성,50,기타,서울시 서초구,medium,Galaxy,False
00001798,여성,29,기타,서울시 영등포구,low,iPhone,False
00001799,남성,42,직장인,인천시 부평구,low,iPhone,True
00001800,남성,38,직장인,서울시 마포구,medium,iPhone,False
00001801,여성,40,기타,대전시 중구,high,iPhone,False
00001802,여성,20,대학생,대구시 중구,low,Galaxy,True
00001803,여성,56,기타,대구시 달서구,high,Galaxy,True
00001804,남성,19,중고생,대구시 중구,medium,iPhone,False
00001805,남성,20,대학생,대구시 수성구,medium,iPhone,True
00001806,여성,24,대학생,인천시 연수구,low,iPhone,True
00001807,남성,40,직장인,대구시 중구,low,iPhone,True
00001808,여성,41,기타,인천시 부평구,low,Galaxy,False
00001809,여성,15,중고생,대구시 수성구,high,Galaxy,True
00001810,여성,59,기타,광주시 북구,high,Galaxy,True
00001811,여성,44,기타,서울시 영등포구,medium,Galaxy,True
00001812,남성,27,기타,대전시 서구,medium,Galaxy,True
00001813,남성,21,대학생,대전시 중구,high,iPhone,True
00001814,남성,28,직장인,서울시 송파구,medium,iPhone,False
00001815,여성,15,기타,인천시 서구,high,iPhone,True
00001816,남성,14,중고생,서울시 마포구,high,iPhone,False
00001817,여성,18,중고생,대전시 유성구,low,Galaxy,False
00001818,여성,15,중고생,서울시 종로구,medium,Galaxy,False
00001819,여성,16,중고생,대전시 중구,low,iPhone,True
00001820,남성,11,기타,대전시 유성구,medium,iPhone,False
00001821,남성,15,중고생,부산시 수영구,medium,iPhone,False
00001822,여성,36,직장인,대전시 서구,high,Galaxy,False
00001823,남성,10,기타,대전시 중구,medium,iPhone,True
00001824,여성,51,직장인,대전시 유성구,low,Galaxy,True
00001825,여성,21,대학생,대구시 중구,high,iPhone,False
00001826,남성,31,직장인,서울시 종로구,low,iPhone,True
00001827,여성,52,기타,대전시 중구,low,Galaxy,True
00001828,여성,25,대학생,광주시 광산구,medium,Galaxy,False
00001829,기타,15,중고생,광주시 광산구,medium,iPhone,True
00001830,남성,34,직장인,광주시 북구,high,Galaxy,False
00001831,여성,42,기타,서울시 마포구,high,iPhone,False
00001832,여성,19,중고생,광주시 북구,medium,iPhone,True
00001833,남성,33,직장인,서울시 강남구,medium,iPhone,True
00001834,남성,58,기타,대구시 달서구,medium,Galaxy,False
00001835,여성,36,직장인,인천시 남동구,low,Galaxy,False
00001836,여성,53,기타,대구시 수성구,high,Galaxy,True
00001837,여성,23,대학생,광주시 북구,high,Galaxy,True
00001838,남성,22,대학생,광주시 서구,high,iPhone,True
00001839,여성,14,기타,광주시 북구,high,Galaxy,True
00001840,남성,33,직장인,대전시 서구,medium,Galaxy,False
00001841,남성,29,직장인,부산시 수영구,low,iPhone,False
00001842,남성,22,기타,광주시 서구,medium,iPhone,True
00001843,여성,17,중고생,대전시 중구,low,Galaxy,True
00001844,여성,51,직장인,광주시 북구,high,Galaxy,False
00001845,남성,17,중고생,대전시 중구,high,Galaxy,False
00001846,남성,17,중고생,광주시 서구,low,iPhone,True
00001847,남성,24,대학생,광주시 북구,medium,iPhone,True
00001848,남성,22,대학생,서울시 서초구,medium,iPhone,True
00001849,여성,30,기타,부산시 해운대구,low,iPhone,False
00001850,여성,15,중고생,광주시 북구,medium,Galaxy,False
00001851,남성,19,중고생,서울시 영등포구,medium,iPhone,False
00001852,남성,52,기타,광주시 서구,medium,Galaxy,True
00001853,여성,20,대학생,서울시 마포구,medium,Galaxy,True
00001854,여성,39,직장인,부산시 해운대구,low,iPhone,True
00001855,남성,12,기타,부산시 해운대구,low,Galaxy,True
00001856,남성,31,직장인,부산시 동래구,low,Galaxy,True
00001857,남성,18,중고생,대전시 서구,high,iPhone,False
00001858,남성,25,기타,부산시 수영구,low,iPhone,True
00001859,남성,15,중고생,대구시 달서구,high,iPhone,True
00001860,남성,43,직장인,대구시 중구,high,Galaxy,False
00001861,여성,17,중고생,서울시 강남구,medium,iPhone,False
00001862,남성,21,대학생,서울시 서초구,medium,Galaxy,False
00001863,여성,16,중고생,인천시 남동구,high,Galaxy,False
00001864,여성,58,기타,대전시 서구,high,Galaxy,False
00001865,남성,32,기타,광주시 광산구,medium,Galaxy,False
00001866,여성,14,중고생,광주시 북구,high,Galaxy,True
00001867,여성,22,대학생,대전시 중구,low,iPhone,True
00001868,남성,20,대학생,인천시 연수구,high,iPhone,True
00001869,여성,62,기타,대전시 서구,low,Galaxy,True
00001870,여성,61,기타,광주시 서구,low,Galaxy,True
00001871,여성,32,기타,대전시 유성구,high,iPhone,False
00001872,남성,22,대학생,인천시 남동구,low,iPhone,False
00001873,남성,24,기타,대구시 중구,high,Galaxy,False
00001874,남성,21,대학생,광주시 서구,high,Galaxy,True
00001875,남성,22,대학생,대전시 서구,medium,Galaxy,False
00001876,남성,20,대학생,서울시 강남구,low,iPhone,False
00001877,남성,25,대학생,부산시 남구,medium,Galaxy,False
00001878,여성,19,중고생,대구시 북구,medium,iPhone,False
00001879,남성,20,대학생,대구시 중구,low,iPhone,False
00001880,여성,27,직장인,서울시 종로구,medium,iPhone,True
00001881,여성,21,대학생,부산시 해운대구,high,iPhone,False
00001882,여성,25,대학생,부산시 해운대구,low,Galaxy,False
00001883,여성,20,대학생,대전시 중구,medium,iPhone,True
00001884,여성,18,중고생,부산시 해운대구,low,Galaxy,True
00001885,남성,39,기타,인천시 서구,medium,iPhone,True
00001886,남성,42,기타,대전시 중구,high,Galaxy,False
00001887,남성,41,직장인,대전시 서구,low,Galaxy,False
00001888,남성,62,기타,부산시 동래구,medium,Galaxy,False
00001889,남성,19,중고생,대전시 중구,low,iPhone,False
00001890,여성,19,중고생,부산시 해운대구,high,iPhone,True
00001891,남성,45,기타,광주시 광산구,high,Galaxy,False
00001892,남성,41,직장인,대구시 중구,medium,iPhone,True
00001893,남성,26,대학생,대구시 중구,low,iPhone,True
00001894,여성,21,대학생,서울시 강남구,low,iPhone,False
00001895,여성,23,대학생,부산시 동래구,medium,iPhone,True
00001896,남성,48,직장인,대구시 수성구,medium,Galaxy,False
00001897,여성,16,중고생,서울시 서초구,high,iPhone,False
00001898,남성,43,기타,서울시 서초구,high,Galaxy,False
00001899,여성,70,기타,부산시 해운대구,high,Galaxy,True
00001900,여성,43,기타,서울시 서초구,high,Galaxy,True
00001901,남성,46,직장인,인천시 부평구,high,Galaxy,True
00001902,남성,25,대학생,대구시 수성구,low,iPhone,True
00001903,남성,17,중고생,광주시 서구,medium,iPhone,True
00001904,남성,29,직장인,광주시 북구,medium,iPhone,False
00001905,남성,20,기타,인천시 부평구,medium,iPhone,True
00001906,남성,64,기타,대전시 유성구,low,Galaxy,False
00001907,여성,26,기타,서울시 서초구,low,iPhone,True
00001908,여성,20,대학생,서울시 종로구,medium,iPhone,False
00001909,남성,15,중고생,대전시 유성구,low,iPhone,True
00001910,남성,65,기타,인천시 남동구,medium,Galaxy,False
00001911,여성,21,대학생,서울시 마포구,high,Galaxy,False
00001912,남성,26,대학생,광주시 서구,high,iPhone,True
00001913,남성,51,직장인,대전시 유성구,low,Galaxy,False
00001914,여성,14,중고생,서울시 마포구,low,iPhone,True
00001915,여성,10,기타,대전시 중구,medium,Galaxy,False
00001916,남성,10,기타,부산시 남구,low,iPhone,True
00001917,남성,14,중고생,인천시 서구,low,iPhone,True
00001918,여성,26,대학생,대구시 수성구,low,Galaxy,False
00001919,남성,19,중고생,대구시 달서구,medium,iPhone,False
00001920,여성,22,대학생,서울시 종로구,low,Galaxy,True
00001921,남성,19,중고생,부산시 동래구,medium,iPhone,True
00001922,여성,32,직장인,광주시 광산구,low,Galaxy,False
00001923,여성,30,직장인,대전시 유성구,medium,iPhone,False
00001924,남성,19,중고생,인천시 남동구,low,Galaxy,True
00001925,남성,27,기타,대전시 서구,medium,iPhone,True
00001926,여성,23,대학생,대전시 중구,low,Galaxy,True
00001927,남성,42,직장인,부산시 수영구,high,Galaxy,False
00001928,남성,23,대학생,대구시 북구,low,Galaxy,True
00001929,남성,49,직장인,광주시 광산구,high,Galaxy,False
00001930,남성,15,중고생,광주시 서구,high,iPhone,True
00001931,여성,23,대학생,부산시 남구,low,iPhone,True
00001932,여성,18,중고생,대구시 북구,medium,iPhone,False
00001933,남성,40,직장인,서울시 마포구,medium,Galaxy,True
00001934,남성,43,직장인,인천시 남동구,medium,Galaxy,True
00001935,남성,62,기타,인천시 부평구,high,Galaxy,False
00001936,여성,25,대학생,부산시 동래구,high,iPhone,False
00001937,여성,53,기타,서울시 마포구,medium,Galaxy,True
00001938,남성,32,기타,대구시 중구,low,Galaxy,False
00001939,여성,37,기타,서울시 서초구,high,Galaxy,False
00001940,여성,16,중고생,인천시 남동구,high,iPhone,False
00001941,여성,22,대학생,부산시 해운대구,medium,iPhone,False
00001942,여성,16,기타,인천시 서구,high,Galaxy,True
00001943,여성,15,중고생,서울시 영등포구,low,Galaxy,False
00001944,남성,34,직장인,서울시 서초구,low,Galaxy,True
00001945,여성,17,중고생,부산시 부산진구,high,Galaxy,False
00001946,남성,32,직장인,대구시 달서구,medium,iPhone,True
00001947,남성,19,중고생,광주시 서구,high,iPhone,True
