ID,제목,저자,발행처,발행년월일,발행년,수량,가격,본문언어,비매품여부,이용대상,카테고리
NBC20241545467,(시원스쿨 토익) 기출 voca 학습지:,시원스쿨어학연구소,시원스쿨LAB 에스제이더블유인터내셔널,2024------,2024.0,(면수복잡),17300,kor,N,일반,외국어
NBC20241545471,(시원스쿨) 여행 영어,시원스쿨어학연구소,시원스쿨닷컴 에스제이더블유인터내셔널,2024-05-30,2024,215 p.,24000,kor,N,일반,외국어
NBC20241545472,(시원스쿨) 여행 일본어,시원스쿨어학연구소,시원스쿨닷컴 에스제이더블유인터내셔널,2024-05-24,2024,191 p.,29000,kor,N,일반,외국어
NBC20241545474,(시원스쿨) 여행중국어,시원스쿨어학연구소,시원스쿨닷컴 에스제이더블유인터내셔널,2024-04-05,2024,193 p.,39400,kor,N,일반,외국어
NBC20241545475,(시원스쿨) 취업영어 면접 표현,시원스쿨어학연구소,시원스쿨LAB에스제이더블유인터내셔널,2024------,2024,145 p.,16200,kor,N,일반,외국어
NBC20241545476,(시원스쿨) 취업영어 실전 영작,시원스쿨어학연구소,시원스쿨LAB에스제이더블유인터내셔널,2024------,2024,101 p.,23500,kor,N,일반,외국어
NBC20241545477,(시원스쿨) 취업영어 이슈 표현,시원스쿨어학연구소,시원스쿨LAB에스제이더블유인터내셔널,2024------,2024,113 p.,41100,kor,N,일반,외국어
NBC20241545479,(시인 같은 생물학자 김성호 선생님이 들려주는) 어린이 산책 수업,김성호;안경자,우리학교,2024-09-20,2024,175 p.,25800,kor,N,아동청소년,어린이
NBC20241545480,(시인 같은 생물학자 김성호 선생님이 들려주는) 어린이 산책 수업,김성호;안경자,우리학교,2024-09-20,2024,174 p.,41100,kor,N,아동청소년,어린이
NBC20241545508,(신박하고 똑소리 나는) 그림책 놀이 학급운영,홍표선;김진희;이은주;이현주;강상주;변미정;이선아;이미영;장현아;이여빈;배지은,교육과실천,2024-02-05,2024,292 p.,11100,kor,N,일반,어린이
NBC20241526547,(신박하고 똑소리 나는) 그림책 놀이 학급운영,홍표선;김진희;이은주;이현주;강상주;변미정;이선아;이미영;장현아;이여빈;배지은,교육과실천,2024-07-01,2024,전자책 1책,30300,kor,N,일반,어린이
NBC20241545551,(실무에 바로 쓰는) 일잘러의 UiPath 업무 자동화,잔마왕,Jpub(제이펍),2024-05-24,2024,340 p.,27800,kor,N,일반,어린이
NBC20241545561,(실습으로 이해하는) 네트워크 보안과 암호,박종범;윤홍,북스홀릭 Publishing(북스홀릭 퍼블리싱),2024-08-30,2024,211 p.,41800,kor,N,전문,IT/컴퓨터
NBC20241545562,(실전 예제로 기초부터 탄탄히 배우는) 자바 프로그래밍,오정원,혜지원,2024-04-05,2024,720 p.,13100,kor,N,일반,IT/컴퓨터
NBC20241545563,(실전 예제로 배우는) 자바 프로그래밍:,서민구,아이비김영,2024------,2024,608 p.,28000,kor,U,일반,IT/컴퓨터
NBC20241545568,(실전) SQL 퀵스타트,Shields Walter;한선용,Jpub(제이펍),2024-05-16,2024,"xxiv, 215 p.",43700,kor,N,전문,IT/컴퓨터
NBC20241545569,(실전) SQL 퀵스타트,Shields Walter;한선용,제이펍,2024------,2024.0,전자책 1책,12100,kor,N,일반,IT/컴퓨터
NBC20241545578,(실전에 바로 적용할 수 있는) 파이썬 데이터 분석 & 시각화 + 웹 대시보드 제작하기,박찬의,앤써북,2024-01-31,2024,253 p.,16400,kor,N,일반,IT/컴퓨터
NBC20241545594,(심슨쌤과 함께하는) 영어 기초 문법 구문 싹쓸이,심우철,에스티유니타스,2024-04-30,2024,288 p.,19000,kor,N,일반,외국어
NBC20241545602,(십 대를 위한) 신화 속 과학인문학 여행,최원석,팜파스,2024-07-20,2024,176 p.,31600,kor,N,아동청소년,소설/문학
NBC20241526558,(아동발달을 위한) 중국어 놀이 교육,김미순(KAC201954687);서빛나래,창지사,2024-03-31,2024,346 p.,43300,chi,N,일반,외국어
NBC20241526560,(아무도 알려주지 않은) C++ 코딩의 기술,전상현(KAC201601252);미친감자,로드북(Roadbook),2024-01-31,2024,430 p.,33900,kor,N,일반,IT/컴퓨터
NBC20241545669,"(악성 민원에서 유치원, 어린이집 교사를 보호하는) 알기 쉬운 민원 대응과 교권 회복으로 살아남기 77",김연희;이정희;김학선,교육과실천,2024-08-26,2024,283 p.,39800,kor,N,일반,어린이
NBC20241545688,(알고리즘) core 민법 암기장,곽낙규,수북,2024------,2024,574 p.,14600,kor,U,일반,IT/컴퓨터
NBC20241545689,(알고리즘) 직관민법,곽낙규,秀book  수북,2024------,2024.0,1039 p.,18100,kor,N,일반,IT/컴퓨터
NBC20241545703,(알기 쉬운) 실전 데이터 모델링,김찬웅,생각나눔,2024-08-16,2024,224 p.,12900,kor,N,일반,IT/컴퓨터
NBC20241545784,(알아두면 잘난 척하기 딱 좋은) 영어잡학사전,김대웅,노마드,2024------,2024.0,452 p.,32800,kor,N,일반,외국어
NBC20241545802,(액티브시니어를 위한) 그림책 작가교실,박경미,퍼플,2024-06-19,2024,51 p.,30100,kor,N,일반,어린이
NBC20241545835,(어르신을 위한) 동화 세상,원종성;오형숙,좋은땅,2024-03-03,2024,107 p.,20900,kor,N,일반,어린이
NBC20241545836,(어르신을 위한) 동화 세상,원종성;오형숙,좋은땅,2024-03-03,2024,111 p.,29400,kor,N,일반,어린이
NBC20241545837,(어른도 함께 쓰는) 어린이 감정일기,조연주,자상한시간,2024-05-31,2024,318 p.,20300,kor,N,일반,어린이
NBC20241545842,(어린이 수사대) 넘버스,김용세;허아성,와이즈만 Books,2024-06-20,2024,115 p.,16100,kor,N,아동청소년,어린이
NBC20241545843,(어린이 의학도를 위한) 놀라운 의학사,Hudson Briony;Taylor Nick;신동경,너머학교 너머,2024-05-20,2024,80 p.,22800,kor,N,아동청소년,어린이
NBC20241545844,(어린이가 꼭 알아야 할) 오페라 이야기,신정민;끌레몽,풀과바람,2024-03-29,2024,130 p.,31400,kor,N,아동청소년,어린이
NBC20241545845,(어린이가 꼭 알아야 할) 우리나라 곤충 151종,이수영,글송이,2024-09-10,2024,369 p.,36000,kor,N,아동청소년,어린이
NBC20241526578,(어린이과학동아 창간 편집장이 직접 읽고 추천하는) 초등 과학 필독서 45,이억주(KAC201228390),센시오,2024-01-29,2024,전자책 1책,10100,kor,N,일반,어린이
NBC20241545846,(어린이과학동아 창간 편집장이 직접 읽고 추천하는) 초등 과학 필독서 45,이억주,센시오,2024-01-29,2024,362 p.,30100,kor,N,일반,어린이
NBC20241545847,(어린이교육 전문가와 함께) 신앙이 자라는 그림책 읽기,현은자;박은주;김정준;이수형;강다혜;박혜련;김현경;국경아;임해영,두란노(두란노서원),2024-05-14,2024,276 p.,41100,kor,N,일반,어린이
NBC20241545848,(어린이를 위한) 데일 카네기의 자기 관리론,김지연;유영근,제제의숲,2024-07-31,2024,109 p.,12000,kor,N,아동청소년,어린이
NBC20241545849,(어린이를 위한) 돈의 속성,김승호;서진;강인성,Snowfox(스노우폭스북스),2024-04-22,2024,169 p.,44000,kor,N,아동청소년,어린이
NBC20241545850,(어린이를 위한) 불편한 세계 지리,박동한;주은지;인지민;이희진;양미연,봄나무,2024-11-12,2024,192 p.,35600,kor,N,아동청소년,어린이
NBC20241545852,(어린이를 위한) 신약성경 맥잡기,이무현,대한예수교장로회총회,2024-12-05,2024,68 p.,29700,kor,N,일반,어린이
NBC20241545853,(어린이를 위한) 신약성경 맥잡기,이무현,대한예수교장로회총회,2024-12-05,2024,28 p.,30400,kor,N,아동청소년,어린이
NBC20241545854,(어린이를 위한) 이순신의 바다,황현필;윤희진;최민준,위즈덤하우스,2024-04-28,2024,145 p.,23700,kor,N,아동청소년,어린이
NBC20241545855,(어린이를 위한) 채소 과일식,조승우;오승만,한경키즈 한국경제신문 한경BP,2024-04-05,2024,231 p.,12100,kor,N,아동청소년,어린이
NBC20241545856,(어린이를 위한) 하나님 이야기,Basden Paul A.;Johnson Jim;Gazzigli Kyle;김보람,한국성서유니온선교회 성서유니온,2024-02-29,2024,[30] p.,32100,kor,N,아동청소년,어린이
NBC20241545857,(어린이와 청소년을 위한) 초등 정보보안 인문학,박남제;최은선;원채은,홍릉,2024------,2024,169 p.,20600,kor,N,일반,IT/컴퓨터
NBC20241545864,(어원으로 읽는) 영단어 이야기,유원호,넥서스,2024-09-05,2024,505 p.,40900,kor,N,일반,외국어
NBC20241545865,(어원으로) 영단어 길들이기 기본,박영로;백인석,해성E&P,2024------,2024.0,417 p.,31500,kor,N,일반,외국어
NBC20241545886,(엄마와 함께 놀이로 배우는) 엄마표 코딩 첫 걸음,김창용;최소정,퓨너스,2024-11-22,2024,189 p.,12900,kor,N,일반,IT/컴퓨터
NBC20241545922,(에세이로 읽는) 명심보감,법립본;추적;이규호,문예춘추사,2024------,2024.0,전자책 1책,37700,kor,U,일반,소설/문학
NBC20241545976,(열 여덟 가지 인문학 개념으로 살펴보는) 평화 사전,변준희,가치창조,2024-08-15,2024,343 p.,31900,kor,N,일반,소설/문학
NBC20241545979,(열공 혼자서 쉽게 배우는) 일본어 첫걸음,김인숙;대정수명,동인랑,2024------,2024,"215,  15 p.",22900,kor,N,일반,외국어
NBC20241545995,(영알못을 위한) 영어요술방망이,김진문,부크크,2024-05-16,2024,58 p.,41900,kor,N,일반,외국어
NBC20241545999,(영어 교사가 만든 영어 교사를 위한) 찐 실전 chatGPT 생성형 AI 영어수업 활용하기!,손지선;양현;박석경;박한나,광문각출판미디어,2024-07-18,2024,207 p.,35100,kor,N,전문,외국어
NBC20241546000,(영어 교사가 만든 영어 교사를 위한) 찐 실전 chatGPT 생성형 AI 영어수업 활용하기!,손지선;양현;박선영;박한나,광문각출판미디어,2024------,2024,온라인자료 1책(207 p.),23900,kor,N,일반,외국어
NBC20241546001,(영어교육을 위한)영미소설의 이해,김선옥,대학사,2024------,2024,159 p.,30100,kor,U,일반,소설/문학
NBC20241546002,(영어로 읽는) 도덕경,Kim James T.,책과나무,2024-05-10,2024,311 p.,44800,kor,N,일반,외국어
NBC20241546003,(영어로 입이 열리는) 영어 회화 패턴 훈련,이지연,사람in,2024-01-28,2024,431 p.,42300,kor,N,일반,외국어
NBC20241546004,(영어말문이 저절로 트이는) 영어회화 핵심패턴,서성덕,MENTORS,2024------,2024,307 p.,36300,kor,N,일반,외국어
NBC20241546005,(영어에 네이티브의 색을 입히는) 첫 글자 반복 표현,이호상,다락원,2024------,2024,344 p.,42000,kor,N,일반,외국어
NBC20241546006,(영어회화에 특히 강한) 핵심영문법,Suh Chris,Mentors,2024------,2024,290 p.,28200,kor,N,일반,외국어
NBC20241546027,(영한 대역) IMO 표준 항해 영어,김웅주,해광출판사,2024-07-15,2024,309 p.,38200,kor,N,일반,외국어
NBC20241546037,(예문으로 배우는) TOPIK 핵심단어,페비 엘피다;박대건;소기르 어뜨겅두,케이에스비퓨쳐,2024-01-05,2024,421 p.,41800,kor,N,일반,외국어
NBC20241546060,(예제 중심으로 쉽게 배우는) MELSEC-Q PLC 자동화제어 실무 기초,정영호;조승근;최국진,B.C.info(복두출판사),2024-01-25,2024,329 p.,16100,kor,N,전문,어린이
NBC20241526597,(예제 중심으로 쉽게 배우는) MELSEC-Q PLC 자동화제어 실무 기초,정영호;조승근;최국진,복두출판사,2024-04-01,2024,329 p.,14600,kor,N,일반,어린이
NBC20241546079,(오라클 11G로 배우는)데이터베이스 관리 실무,최용구,Global(글로벌)필통,2024------,2024,전자책 1책,13100,kor,N,일반,IT/컴퓨터
NBC20241526598,(오라클로 배우는) 데이터베이스 관리 실무,최용구(KAC201624512),글로벌 필통(Global),2024-02-29,2024,495 p.,41400,kor,N,일반,IT/컴퓨터
NBC20241546080,(오라클로 배우는) 데이터베이스 관리 실무,최용구,Global(글로벌 필통),2024-02-24,2024,495 p.,26300,kor,N,전문,IT/컴퓨터
NBC20241546081,(오렌지로 쉽게 배우는) 머신러닝과 데이터 분석,장원두;황순욱;진예지,생능출판(생능출판사),2024-02-14,2024,394 p.,11100,kor,N,전문,IT/컴퓨터
NBC20241546120,(와글와글 즐거운) 1001개의 낱말 그림책,Meyer Amandine;권진희,한국학술정보 Dodo,2024-05-31,2024,[30] p.,40800,kor,N,아동청소년,어린이
NBC20241546149,(완성된 웹사이트로 배우는) 자바스크립트,Mana;신은화,한빛미디어,2024-04-03,2024,360 p.,32600,kor,N,전문,IT/컴퓨터
NBC20241546156,(완전) 모던 C++ 프로그래밍,김상진,그린,2024-03-18,2024,578 p.,39500,kor,N,전문,IT/컴퓨터
NBC20241546158,(완전공략 가이드) 전공 일본어,동소현,우리교과서,2024------,2024.0,591 p.,17900,kor,N,일반,외국어
NBC20241546169,(왕초보가 수다를 떨 수 있는) 일본어회화 사전,김동호,신라출판사,2024-04-20,2024,510 p.,15100,kor,N,일반,외국어
NBC20241526604,(왜일까?) 알수록 신기한 초등 과학 그림책,데즈카 아케미(KAC201105954);권영선(KAC202113641),내일도맑음,2024-06-20,2024,91 p.,14100,jpn,N,아동청소년,어린이
NBC20241546186,(외국인을 위한) 한국문학사,이선이;김현양;채호석,한국문화사,2024-02-10,2024,203 p.,12700,kor,N,일반,소설/문학
NBC20241526606,(외국인을 위한) 한국문학사,이선이(KAC201201941);김현양(KAC201202273);채호석(KAC201309536),한국문화사,2024-02-29,2024,203 p.,40200,kor,N,일반,소설/문학
NBC20241546201,(요즘 어른들의 다시 시작하는) 영어 학교,성재원,시원스쿨닷컴 에스제이더블유인터내셔널,2024-02-07,2024,215 p.,18000,kor,N,일반,외국어
NBC20241546202,(요즘 어른들의 다시 시작하는) 영어 학교,성재원,시원스쿨닷컴 에스제이더블유인터내셔널,2024-02-07,2024,215 p.,30600,kor,N,일반,외국어
NBC20241546215,(용례 기반) 일본어 유래 우리말 사전,이한섭,한국문화사,2024-08-20,2024,"x, 812 p.",33300,kor,N,전문,외국어
NBC20241546216,(용례 기반) 일본어 유래 우리말 사전,이한섭,한국문화사,2024-08-20,2024,"x p., p. 813-1503",39800,kor,N,전문,외국어
NBC20241526612,(용례 기반) 일본어 유래 우리말 사전,이한섭(KAC201226795),한국문화사,2024-08-30,2024,"x, 812 p.",12900,kor,N,일반,외국어
NBC20241526613,(용례 기반) 일본어 유래 우리말 사전,이한섭(KAC201226795),한국문화사,2024-08-30,2024,"x, 813-1503 p.",28200,kor,N,일반,외국어
NBC20241546222,(우리 아이 첫) 굿나잇 동화,이규희;이상교;김경은;김용철;이수민;전병준;최지희,효리원,2024-01-15,2024,268 p.,43200,kor,N,아동청소년,어린이
NBC20241546252,(운전면허보다 쉬운) 영어 말하기 면허,강재환,ESL Labs  영어면허연구소,2024------,2024.0,308 p.,10000,kor,N,일반,외국어
NBC20241546263,(원문과 함께 익히는) 최신 항공 영어 해설=,안석찬,지식공감,2024------,2024,367 p.,23500,kor,U,일반,외국어
NBC20241546363,(윈도우에서 리눅스를 위한) 빅데이터 처리 분석,임동훈,자유아카데미,2024-07-15,2024,470 p.,35100,kor,N,전문,IT/컴퓨터
NBC20241546374,(유선배) 사무자동화산업기사,고미경,시대고시기획 시대에듀,2024-10-15,2024,608 p.,11700,kor,N,일반,어린이
NBC20241546375,(유선배) 사무자동화산업기사,고미경,시대고시기획 SD에듀,2024-01-05,2024,608 p.,23700,kor,N,일반,어린이
NBC20241526631,(유선배) 사무자동화산업기사,고미경,SD에듀,2024-01-05,2024,"607, 32, 608-608 p.",30100,kor,N,일반,어린이
NBC20241546396,(유치원 교사/초등학교 교사/학부모/VR개발자를 위한) 어린이 AI VR교육 백과,홍창준,지식과감성#,2024-05-31,2024,206 p.,34300,kor,N,일반,어린이
NBC20241526641,(유치원 교사/초등학교 교사/학부모/VR개발자를 위한) 어린이 AI VR교육 백과,홍창준(KAC201410306),지식과감성#,2024-05-31,2024,208 p.,38500,kor,N,일반,어린이
NBC20241546398,(유카쌤이 알려주는) 진짜 일본어 대표 문장 390,무라카미 유카;유미희;시원스쿨어학연구소,시원스쿨닷컴 에스제이더블유인터내셔널,2024------,2024.0,163 p.,29800,kor,N,일반,외국어
NBC20241546419,(유하다요) 일본어 상용한자 1026,유하다요컨텐츠개발팀,유하다요,2024------,2024,395 p.,27500,kor,N,일반,외국어
NBC20241546420,(유하다요) 일본어 상용한자 1026,유하다요.컨텐츠개발팀,YES24,2024------,2024,전자책 1책 (395 p.),28500,kor,N,일반,외국어
NBC20241546421,(유하다요의) 10시간 현지 일본어,전유하,길벗 이지톡 길벗,2024-04-15,2024,263 p.,14900,kor,N,일반,외국어
NBC20241546422,"(유학생, 유학준비생, 대학(원)생, 수험생, 공무원, 회사원 등을 위한) the best 영어시험 필수단어",천대윤,삼현출판사,2024-09-25,2024,468 p.,27800,kor,N,일반,외국어
NBC20241546423,"(유학생, 유학준비생, 대학(원)생, 수험생, 공무원, 회사원 등을 위한) the best 영어작문 영어문법",천대윤,삼현출판사,2024-09-25,2024,509 p.,18900,kor,N,일반,외국어
NBC20241546424,"(유학생, 유학준비생, 대학(원)생, 수험생, 공무원, 회사원 등을 위한) the best 영어작문 영어문법",천대윤,삼현출판사,2024-09-25,2024,509 p.,20700,kor,N,일반,외국어
NBC20241546425,"(유학생, 유학준비생, 대학(원)생, 수험생, 공무원, 회사원 등을 위한) the best 영어작문 영어문법",천대윤,삼현출판사,2024-09-25,2024,501 p.,14100,kor,N,일반,외국어
NBC20241546426,"(유학생, 유학준비생, 대학(원)생, 수험생, 공무원, 회사원 등을 위한) the best 영어회화 핵심문형",천대윤,삼현출판사,2024-09-25,2024,441 p.,14200,kor,N,일반,외국어
NBC20241546439,(유희태) 영미문학,유희태,박문각(박문각출판),2024-01-10,2024,497 p.,40700,kor,N,일반,소설/문학
NBC20241546473,(의료관광시대) 병원에서 통하는 영어,곽중철;이정현,교보문고,2024------,2024,온라인자료 1책,36500,kor,N,일반,외국어
NBC20241546485,(이게 되네?) 업무 자동화 미친 활용 앱스 스크립트 with 챗GPT,서휘승,Golden Rabbit(골든래빗),2024-11-01,2024,463 p.,11100,kor,N,전문,어린이
NBC20241546492,(이기적) ADsP 데이터분석 준전문가,박길식,영진닷컴,2024------,2024.0,전자책 1책,12500,kor,U,일반,IT/컴퓨터
NBC20241546493,(이기적) ADsP 데이터분석 준전문가,박길식,영진닷컴,2024-01-18,2024,399 p.,31100,kor,N,일반,IT/컴퓨터
NBC20241546524,(이기적) SQL 개발자,임호진;박종범;임준혁,영진닷컴,2024-02-01,2024,224 p.,27900,kor,N,일반,IT/컴퓨터
NBC20241546525,(이기적) SQL 개발자,임호진;박종범;임준혁,영진닷컴,2024-01-26,2024,444 p.,21700,kor,N,일반,IT/컴퓨터
NBC20241546530,(이기적) 네트워크관리사 1·2급,임호진;황성하,영진닷컴,2024------,2024,456 p.,38500,kor,N,일반,IT/컴퓨터
NBC20241546533,(이기적) 리눅스마스터,김윤수;최정현,영진닷컴,2024-03-05,2024,624 p.,39600,kor,N,일반,IT/컴퓨터
NBC20241546534,(이기적) 리눅스마스터,김윤수;최정현,영진닷컴,2024-03-05,2024,328 p.,20800,kor,N,일반,IT/컴퓨터
NBC20241546535,(이기적) 리눅스마스터,권소라,영진닷컴,2024-02-20,2024,502 p.,18000,kor,N,일반,IT/컴퓨터
NBC20241546537,(이기적) 빅데이터분석기사,나홍석;배원성;이건길;이혜영;고려사이버대학교.AI·빅데이터 연구소;영진닷컴,Youngjin.com(영진닷컴),2024-08-01,2024,544 p.,14200,kor,N,일반,IT/컴퓨터
NBC20241546538,(이기적) 빅데이터분석기사,나홍석;배원성;이건길;이혜영;고려사이버대학교.AI·빅데이터 연구소;영진닷컴,Youngjin.com(영진닷컴),2024-08-01,2024,232 p.,42100,kor,N,일반,IT/컴퓨터
NBC20241546539,(이기적) 빅데이터분석기사 필기,나홍석;배원성;이건길;이혜영;고려사이버대학교.AI·빅데이터 연구소,영진닷컴,2024------,2024.0,전자책 1책,33300,kor,U,일반,IT/컴퓨터
NBC20241546540,(이기적) 사무자동화산업기사,신면철;영진닷컴.영진정보연구소,Youngjin.com(영진닷컴),2024-11-07,2024,413 p.,24700,kor,N,일반,어린이
NBC20241546541,(이기적) 사무자동화산업기사,신면철;영진닷컴.영진정보연구소,Youngjin.com(영진닷컴),2024-11-07,2024,119 p.,14400,kor,N,일반,어린이
NBC20241546542,(이기적) 사무자동화산업기사,신면철;영진닷컴.영진정보연구소,Youngjin.com(영진닷컴),2024-09-24,2024,141 p.,18400,kor,N,일반,어린이
NBC20241546543,(이기적) 사무자동화산업기사,신면철;영진닷컴.영진정보연구소,Youngjin.com(영진닷컴),2024-09-24,2024,327 p.,12200,kor,N,일반,어린이
NBC20241546544,(이기적) 사무자동화산업기사,신면철,Youngjin.com(영진닷컴),2024-08-20,2024,328 p.,21500,kor,N,일반,어린이
NBC20241546545,(이기적) 사무자동화산업기사,신면철,Youngjin.com(영진닷컴),2024-08-20,2024,179 p.,21500,kor,N,일반,어린이
NBC20241546546,(이기적) 사무자동화산업기사,신면철,영진닷컴,2024-03-08,2024,327 p.,25100,kor,N,일반,어린이
NBC20241546547,(이기적) 사무자동화산업기사,신면철,영진닷컴,2024-03-08,2024,239 p.,24300,kor,N,일반,어린이
NBC20241546566,(이기적) 정보보안기사,임호진,YES24,2024------,2024,전자책 1책(896 p.),25900,kor,N,일반,IT/컴퓨터
NBC20241546567,(이기적) 정보보안기사,임호진,Youngjin.com(영진닷컴),2024-11-15,2024,543 p.,34900,kor,N,일반,IT/컴퓨터
NBC20241546568,(이기적) 정보보안기사,임호진,Youngjin.com(영진닷컴),2024-11-15,2024,189 p.,31400,kor,N,일반,IT/컴퓨터
NBC20241546569,(이기적) 정보보안기사,임호진,Youngjin.com(영진닷컴),2024-11-15,2024,127 p.,39100,kor,N,일반,IT/컴퓨터
NBC20241546570,(이기적) 정보보안기사,임호진,YES24,2024------,2024,"전자책 1책(543, 189, 127 p.)",13200,kor,N,일반,IT/컴퓨터
NBC20241546571,(이기적) 정보보안기사(산업기사),임호진,영진닷컴,2024-02-05,2024,536 p.,16000,kor,N,일반,IT/컴퓨터
NBC20241546572,(이기적) 정보보안기사(산업기사),임호진,영진닷컴,2024-02-05,2024,421 p.,23200,kor,N,일반,IT/컴퓨터
NBC20241546573,(이기적) 정보보안기사·산업기사,임호진,영진닷컴,2024-02-20,2024,245 p.,10100,kor,N,일반,IT/컴퓨터
NBC20241546574,(이기적) 정보보안기사·산업기사,임호진,영진닷컴,2024-02-20,2024,536 p.,26700,kor,N,일반,IT/컴퓨터
NBC20241546633,(이기적) 코딩활용능력,최경희;이민경,Youngjin.com(영진닷컴),2024-11-08,2024,296 p.,22100,kor,N,일반,IT/컴퓨터
NBC20241546637,(이기적) 환상의 콤비 사무자동화산업기사,신면철;영진닷컴.영진정보연구소;영진정보연구소,영진닷컴,2024-01-02,2024,229 p.,17000,kor,N,일반,어린이
NBC20241546638,(이기적) 환상의 콤비 사무자동화산업기사,신면철;영진닷컴.영진정보연구소;영진정보연구소,영진닷컴,2024-01-02,2024,303 p.,34800,kor,N,일반,어린이
NBC20241546639,(이기적) 환상의 콤비 정보보안기사,임호진,영진닷컴,2024-01-02,2024,536 p.,12300,kor,N,일반,IT/컴퓨터
NBC20241546640,(이기적) 환상의 콤비 정보보안기사,임호진,영진닷컴,2024-01-02,2024,213 p.,28200,kor,N,일반,IT/컴퓨터
NBC20241546641,(이기적) 환상의 콤비 정보보안기사,임호진,영진닷컴,2024-01-02,2024,149 p.,36100,kor,N,일반,IT/컴퓨터
NBC20241546643,(이동기 영어) 기적의 특강,이동기,에스티유니타스,2024-01-05,2024,221 p.,33200,kor,N,일반,외국어
NBC20241546644,(이동기영어)실전 문법 300제,이동기,공단기 에스티유니타스,2024------,2024,304 p.,14500,kor,U,일반,외국어
NBC20241526654,(이동원 목사의) '믿음' 에세이,이동원(KAC201211793),압바암마,2024-01-25,2024,전자책 1책,10300,kor,N,일반,소설/문학
NBC20241526655,(이동원 목사의) '사랑' 에세이,이동원(KAC201211793),압바암마,2024-01-25,2024,전자책 1책,29600,kor,N,일반,소설/문학
NBC20241546655,(이브리어 단어별 해설로 새롭게 알아가는) 신론 죄론=,조길봉,하늘기획,2024------,2024,542 p.,44200,kor,U,일반,외국어
NBC20241546690,(이재호 교수의) 사고력 코딩,이재호;전도연;허원정,홍릉,2024-01-19,2024,109 p.,14600,kor,N,아동청소년,IT/컴퓨터
NBC20241546714,(이패스) 무역영어 1·2급,김동엽.,EpassKorea,2024------,2024.0,665p.,40000,kor,U,일반,외국어
NBC20241526702,(인공지능과 데이터 분석을 위한) 오렌지,김계수(KAC201322675),한경사,2024-06-14,2024,423 p.,42600,kor,N,일반,IT/컴퓨터
NBC20241546794,(인공지능과 데이터 분석을 위한) 오렌지,김계수,한경사,2024-04-30,2024,423 p.,27300,kor,N,전문,IT/컴퓨터
NBC20241546809,(인문약방에서 내리는) 문학처방전,박연옥,느린서재,2024-01-17,2024,287 p.,43600,kor,N,일반,소설/문학
NBC20241526703,(인문학으로 읽는) 금융화폐 자본주의,김원동,지식공감,2024-03-29,2024,전자책 1책,22500,kor,N,일반,소설/문학
NBC20241546813,(인문학으로 읽는) 금융화폐 자본주의,김원동,지식공감,2024-03-15,2024,574 p.,26500,kor,N,일반,소설/문학
NBC20241546814,(인문학적 시각) 예수냐 우상이냐,김대응,CLC(기독교문서선교회),2024-04-15,2024,298 p.,16100,kor,N,전문,소설/문학
NBC20241546815,(인문학적으로 본) 제주문화 키워드,문희주,지식과감성#,2024-09-09,2024,290 p.,34600,kor,N,일반,소설/문학
NBC20241546852,(일ㅈ일만 달달 외워보자) 토익스피킹 IM3 개꿀팁 템플릿,잰이잰잰,YES24,2024------,2024,전자책 1책,43300,kor,N,일반,외국어
NBC20241546853,(일간)소울영어 말하기 노트,김 레바,얼룩소,2024------,2024.0,전자책 1책,25300,kor,N,일반,외국어
NBC20241546854,(일간)소울영어 말하기 노트,김 레바,얼룩소,2024------,2024.0,전자책 1책,11000,kor,N,일반,외국어
NBC20241546857,(일단 합격) 30일 완성 독일어 단어장,정은실,동양북스,2024-11-20,2024,429 p.,28700,kor,N,일반,외국어
NBC20241546865,(일반인을 위한) 인공지능과 데이터 리터러시,홍용기,퍼플,2024-06-24,2024,140 p.,19500,kor,N,일반,IT/컴퓨터
NBC20241546867,(일본 여행 x 문화와 함께 배우는 New) 맛있는 일본어,문선희,맛있는books,2024------,2024,211 p.,21400,kor,N,일반,외국어
NBC20241546868,(일본 여행 x 문화와 함께 배우는 new) 맛있는 일본어,문선희,맛있는books,2024------,2024,203 p.,18400,kor,N,일반,외국어
NBC20241546869,(일본 여행 x 문화와 함께 배우는 new) 맛있는 일본어,문선희,맛있는books,2024------,2024,190 p.,43900,kor,N,일반,외국어
NBC20241546870,(일본문화와 같이 배우는) 항공 실무 일본어,이지은,Seromi(새로미),2024-09-05,2024,242 p.,25000,kor,N,전문,외국어
NBC20241546871,(일본어 뱅크 new) 다이스키,나카야마 다쓰나리;문선희;성해준;정희순,동양북스,2024-09-15,2024,181 p.,31800,kor,N,일반,외국어
NBC20241546872,(일본어가 술술 나오는) YBM 일본어 첫걸음,최은준;김영진,와이비엠홀딩스,2024-06-14,2024,222 p.,21800,kor,N,일반,외국어
NBC20241526709,(일본어로 보는) 요한계시록 강해,김용성,e퍼플,2024-02-22,2024,전자책 1책,20500,jpn,N,일반,외국어
NBC20241526710,(일본어로 보는) 요한계시록 강해,김용성,e퍼플,2024-02-22,2024,전자책 1책,23100,jpn,N,일반,외국어
NBC20241546873,(일본어로 읽는) 재미있는 세계명작,이정아;제이플러스.기획편집부,교보문고,2024------,2024,온라인자료 1책,16900,kor,N,일반,외국어
